일자|시간|구분,공급량
2019-01-03 01 C,336.39813964479754
2019-01-03 02 C,266.8100910853963
2019-01-03 03 C,224.587656362593
2019-01-03 04 C,235.15476940371838
2019-01-03 05 C,316.28358908757815
2019-01-03 06 C,340.2567726077666
2019-01-03 07 C,363.6329501628845
2019-01-03 08 C,393.6842937523305
2019-01-03 09 C,393.6842937523305
2019-01-03 10 C,380.7563434653462
2019-01-03 11 C,344.80393773521075
2019-01-03 12 C,341.3002383507318
2019-01-03 13 C,317.97529890048935
2019-01-03 14 C,293.87758283425757
2019-01-03 15 C,258.85069591828
2019-01-03 16 C,253.68862606069015
2019-01-03 17 C,270.72524929738177
2019-01-03 18 C,352.8668737570029
2019-01-03 19 C,412.8820759813583
2019-01-03 20 C,408.8740081901613
2019-01-03 21 C,413.1327795437066
2019-01-03 22 C,432.42454801084307
2019-01-03 23 C,382.2469355100946
2019-01-03 24 C,315.760895338349
2019-01-04 01 C,458.28567733245643
2019-01-04 02 C,388.6976287730551
2019-01-04 03 C,342.9203840070221
2019-01-04 04 C,353.4874970481475
2019-01-04 05 C,439.38275181637096
2019-01-04 06 C,463.3559353365594
2019-01-04 07 C,486.73211289167733
2019-01-04 08 C,516.7834564811234
2019-01-04 09 C,516.7834564811234
2019-01-04 10 C,503.85550619413897
2019-01-04 11 C,467.90310046400356
2019-01-04 12 C,464.3994010795246
2019-01-04 13 C,441.07446162928215
2019-01-04 14 C,416.97674556305026
2019-01-04 15 C,381.9498586470725
2019-01-04 16 C,376.7877887894826
2019-01-04 17 C,393.82441202617457
2019-01-04 18 C,475.9660364857957
2019-01-04 19 C,535.4686944935358
2019-01-04 20 C,527.6242601134674
2019-01-04 21 C,529.2594671679188
2019-01-04 22 C,523.6342494931368
2019-01-04 23 C,471.5967077906888
2019-01-04 24 C,420.4721957896868
2019-01-05 01 C,531.4473509943859
2019-01-05 02 C,477.32496993014104
2019-01-05 03 C,448.8691700454002
2019-01-05 04 C,458.1563349003429
2019-01-05 05 C,475.1344404091165
2019-01-05 06 C,485.8412245994138
2019-01-05 07 C,468.04791192142477
2019-01-05 08 C,480.6813388871414
2019-01-05 09 C,554.9863217286253
2019-01-05 10 C,558.7016488966262
2019-01-05 11 C,539.2325392434038
2019-01-05 12 C,505.4184499523494
2019-01-05 13 C,472.0971283916565
2019-01-05 14 C,447.9994123254245
2019-01-05 15 C,412.97252540944686
2019-01-05 16 C,407.81045555185693
2019-01-05 17 C,424.8470787885488
2019-01-05 18 C,506.9887032481698
2019-01-05 19 C,546.8904107593987
2019-01-05 20 C,525.1950314663146
2019-01-05 21 C,522.6765131523412
2019-01-05 22 C,512.7945691018302
2019-01-05 23 C,476.40806845203787
2019-01-05 24 C,429.43728181946074
2019-01-06 01 C,489.1823081870015
2019-01-06 02 C,432.02261820818177
2019-01-06 03 C,403.566818323441
2019-01-06 04 C,412.85398317838366
2019-01-06 05 C,388.92529111244346
2019-01-06 06 C,399.63207530274065
2019-01-06 07 C,357.6448114155565
2019-01-06 08 C,387.0624944613004
2019-01-06 09 C,478.8670975156641
2019-01-06 10 C,498.5853635196792
2019-01-06 11 C,492.9825376791762
2019-01-06 12 C,459.1684483881216
2019-01-06 13 C,425.8471268274285
2019-01-06 14 C,401.7494107611966
2019-01-06 15 C,360.57214761193563
2019-01-06 16 C,338.11555374906465
2019-01-06 17 C,355.1521769857565
2019-01-06 18 C,437.29380144537777
2019-01-06 19 C,484.8640272086698
2019-01-06 20 C,478.51356854698963
2019-01-06 21 C,480.7928593383882
2019-01-06 22 C,476.5591183455834
2019-01-06 23 C,433.66477219775084
2019-01-06 24 C,373.59205820836297
2019-01-07 01 C,350.74669244396557
2019-01-07 02 C,295.73497565784294
2019-01-07 03 C,267.95732678175824
2019-01-07 04 C,288.1577244987909
2019-01-07 05 C,365.60856493986813
2019-01-07 06 C,389.5817484600566
2019-01-07 07 C,416.5932098409914
2019-01-07 08 C,380.0288896140287
2019-01-07 09 C,380.0288896140287
2019-01-07 10 C,367.1009393270444
2019-01-07 11 C,331.1485335969089
2019-01-07 12 C,327.64483421242994
2019-01-07 13 C,304.3198947621875
2019-01-07 14 C,280.2221786959559
2019-01-07 15 C,249.17395393499078
2019-01-07 16 C,244.01188407740082
2019-01-07 17 C,261.04850731409283
2019-01-07 18 C,343.190131773714
2019-01-07 19 C,403.20533399806936
2019-01-07 20 C,399.19726620687237
2019-01-07 21 C,403.45603756041766
2019-01-07 22 C,417.89436920291797
2019-01-07 23 C,367.7167567021695
2019-01-07 24 C,301.2307165304239
2019-01-08 01 C,351.3656182723773
2019-01-08 02 C,281.7775697129758
2019-01-08 03 C,244.72740308327718
2019-01-08 04 C,255.29451612440243
2019-01-08 05 C,318.5757105047278
2019-01-08 06 C,342.54889402491625
2019-01-08 07 C,365.92507158003417
2019-01-08 08 C,395.97641516948016
2019-01-08 09 C,395.97641516948016
2019-01-08 10 C,383.04846488249586
2019-01-08 11 C,347.0960591523604
2019-01-08 12 C,343.5923597678814
2019-01-08 13 C,320.267420317639
2019-01-08 14 C,296.1697042514071
2019-01-08 15 C,261.14281733542924
2019-01-08 16 C,255.98074747783934
2019-01-08 17 C,273.0173707145312
2019-01-08 18 C,355.15899517415255
2019-01-08 19 C,415.17419739850794
2019-01-08 20 C,439.618203847346
2019-01-08 21 C,443.8769752008913
2019-01-08 22 C,463.1687436680278
2019-01-08 23 C,412.9911311672793
2019-01-08 24 C,318.0530167554986
2019-01-09 01 C,299.9639527594974
2019-01-09 02 C,230.3759042000961
2019-01-09 03 C,188.15346947729265
2019-01-09 04 C,198.72058251841798
2019-01-09 05 C,287.8640366593946
2019-01-09 06 C,311.8372201795831
2019-01-09 07 C,335.213397734701
2019-01-09 08 C,365.264741324147
2019-01-09 09 C,365.264741324147
2019-01-09 10 C,352.3367910371627
2019-01-09 11 C,316.38438530702723
2019-01-09 12 C,312.88068592254825
2019-01-09 13 C,289.5557464723058
2019-01-09 14 C,265.45803040607393
2019-01-09 15 C,230.4311434900963
2019-01-09 16 C,225.26907363250635
2019-01-09 17 C,242.3056968691983
2019-01-09 18 C,324.4473213288194
2019-01-09 19 C,384.4625235531748
2019-01-09 20 C,411.68178257584356
2019-01-09 21 C,415.94055392938884
2019-01-09 22 C,435.2323223965254
2019-01-09 23 C,385.05470989577685
2019-01-09 24 C,287.34134291016545
2019-01-10 01 C,308.97245352244147
2019-01-10 02 C,239.3844049630402
2019-01-10 03 C,197.16197024023674
2019-01-10 04 C,207.72908328136208
2019-01-10 05 C,296.8725374223387
2019-01-10 06 C,320.8457209425272
2019-01-10 07 C,344.2218984976451
2019-01-10 08 C,374.2732420870911
2019-01-10 09 C,374.2732420870911
2019-01-10 10 C,361.3452918001068
2019-01-10 11 C,325.3928860699713
2019-01-10 12 C,321.88918668549235
2019-01-10 13 C,298.5642472352499
2019-01-10 14 C,274.466531169018
2019-01-10 15 C,239.4396442530404
2019-01-10 16 C,234.27757439545044
2019-01-10 17 C,251.3141976321424
2019-01-10 18 C,333.4558220917635
2019-01-10 19 C,393.47102431611887
2019-01-10 20 C,420.69028333878765
2019-01-10 21 C,424.94905469233294
2019-01-10 22 C,444.24082315946947
2019-01-10 23 C,394.06321065872095
2019-01-10 24 C,296.34984367310955
2019-01-11 01 C,299.5713210539087
2019-01-11 02 C,229.9832724945075
2019-01-11 03 C,184.2060277284745
2019-01-11 04 C,194.77314076959985
2019-01-11 05 C,256.95149607680526
2019-01-11 06 C,280.92467959699354
2019-01-11 07 C,304.30085715211146
2019-01-11 08 C,334.35220074155745
2019-01-11 09 C,334.35220074155745
2019-01-11 10 C,321.42425045457315
2019-01-11 11 C,285.4718447244377
2019-01-11 12 C,281.9681453399587
2019-01-11 13 C,258.6432058897162
2019-01-11 14 C,234.5454898234847
2019-01-11 15 C,199.5186029075068
2019-01-11 16 C,194.35653304991683
2019-01-11 17 C,211.3931562866088
2019-01-11 18 C,293.53478074622984
2019-01-11 19 C,353.03743875397026
2019-01-11 20 C,345.19300437390154
2019-01-11 21 C,346.8282114283531
2019-01-11 22 C,350.2839981630028
2019-01-11 23 C,298.24645646055484
2019-01-11 24 C,247.12194445955288
2019-01-12 01 C,324.194702300929
2019-01-12 02 C,270.0723212366839
2019-01-12 03 C,241.6165213519432
2019-01-12 04 C,250.90368620688594
2019-01-12 05 C,293.92660809589023
2019-01-12 06 C,304.6333922861874
2019-01-12 07 C,286.8400796081985
2019-01-12 08 C,299.4735065739151
2019-01-12 09 C,373.778489415399
2019-01-12 10 C,377.4938165834
2019-01-12 11 C,358.02470693017756
2019-01-12 12 C,324.2106176391229
2019-01-12 13 C,290.88929607843016
2019-01-12 14 C,266.79158001219827
2019-01-12 15 C,231.7646930962206
2019-01-12 16 C,226.60262323863066
2019-01-12 17 C,243.6392464753226
2019-01-12 18 C,325.78087093494366
2019-01-12 19 C,365.68257844617233
2019-01-12 20 C,343.987199153088
2019-01-12 21 C,341.4686808391146
2019-01-12 22 C,335.4273744387962
2019-01-12 23 C,299.04087378900385
2019-01-12 24 C,252.07008715642675
2019-01-13 01 C,293.95168877679475
2019-01-13 02 C,236.7919987979751
2019-01-13 03 C,208.3361989132343
2019-01-13 04 C,217.62336376817703
2019-01-13 05 C,228.82049249189959
2019-01-13 06 C,239.52727668219688
2019-01-13 07 C,195.94516670174605
2019-01-13 08 C,225.3628497474901
2019-01-13 09 C,326.06526878239856
2019-01-13 10 C,345.78353478641367
2019-01-13 11 C,340.1807089459106
2019-01-13 12 C,306.366619654856
2019-01-13 13 C,273.0452980941631
2019-01-13 14 C,248.9475820279314
2019-01-13 15 C,216.54650467449108
2019-01-13 16 C,229.67729047422745
2019-01-13 17 C,246.71391371091943
2019-01-13 18 C,339.82829635400935
2019-01-13 19 C,387.3985221173011
2019-01-13 20 C,381.0480634556208
2019-01-13 21 C,383.3273542470194
2019-01-13 22 C,373.8532464949752
2019-01-13 23 C,330.9589003471427
2019-01-13 24 C,270.8861863577549
2019-01-14 01 C,314.8650274969078
2019-01-14 02 C,234.81633166426087
2019-01-14 03 C,207.03868278817606
2019-01-14 04 C,227.23908050520876
2019-01-14 05 C,297.52549851284965
2019-01-14 06 C,321.4986820330381
2019-01-14 07 C,348.5101434139729
2019-01-14 08 C,401.1229094982023
2019-01-14 09 C,401.1229094982023
2019-01-14 10 C,388.194959211218
2019-01-14 11 C,352.24255348108255
2019-01-14 12 C,348.7388540966036
2019-01-14 13 C,325.41391464636115
2019-01-14 14 C,301.31619858012925
2019-01-14 15 C,270.2679738191642
2019-01-14 16 C,265.10590396157426
2019-01-14 17 C,282.14252719826624
2019-01-14 18 C,364.2841516578876
2019-01-14 19 C,424.299353882243
2019-01-14 20 C,414.4346631001324
2019-01-14 21 C,418.6934344536777
2019-01-14 22 C,437.9852029208142
2019-01-14 23 C,386.45304678486724
2019-01-14 24 C,323.1017231746904
2019-01-15 01 C,315.48089583942453
2019-01-15 02 C,245.89284728002312
2019-01-15 03 C,208.84268065032452
2019-01-15 04 C,219.40979369144983
2019-01-15 05 C,278.32839965782557
2019-01-15 06 C,302.301583178014
2019-01-15 07 C,325.67776073313195
2019-01-15 08 C,355.72910432257794
2019-01-15 09 C,355.72910432257794
2019-01-15 10 C,342.80115403559364
2019-01-15 11 C,306.8487483054582
2019-01-15 12 C,303.3450489209792
2019-01-15 13 C,280.02010947073677
2019-01-15 14 C,255.92239340450493
2019-01-15 15 C,220.89550648852708
2019-01-15 16 C,215.73343663093715
2019-01-15 17 C,232.77005986762907
2019-01-15 18 C,314.9116843272503
2019-01-15 19 C,374.9268865516057
2019-01-15 20 C,365.06219576949513
2019-01-15 21 C,369.3209671230404
2019-01-15 22 C,388.6127355901769
2019-01-15 23 C,337.08057945422996
2019-01-15 24 C,273.72925584405306
2019-01-16 01 C,287.0304250391234
2019-01-16 02 C,217.44237647972204
2019-01-16 03 C,175.21994175691862
2019-01-16 04 C,185.78705479804395
2019-01-16 05 C,236.24721436125634
2019-01-16 06 C,260.22039788144457
2019-01-16 07 C,283.5965754365625
2019-01-16 08 C,313.6479190260085
2019-01-16 09 C,313.6479190260085
2019-01-16 10 C,300.7199687390242
2019-01-16 11 C,264.7675630088887
2019-01-16 12 C,261.26386362440974
2019-01-16 13 C,237.93892417416757
2019-01-16 14 C,213.84120810793564
2019-01-16 15 C,178.81432119195773
2019-01-16 16 C,173.65225133436778
2019-01-16 17 C,190.68887457105973
2019-01-16 18 C,272.83049903068087
2019-01-16 19 C,332.84570125503626
2019-01-16 20 C,322.9810104729257
2019-01-16 21 C,327.23978182647096
2019-01-16 22 C,346.53155029360744
2019-01-16 23 C,294.9993941576605
2019-01-16 24 C,231.64807054748368
2019-01-17 01 C,287.0304250391234
2019-01-17 02 C,217.44237647972204
2019-01-17 03 C,175.21994175691862
2019-01-17 04 C,185.78705479804395
2019-01-17 05 C,236.24721436125634
2019-01-17 06 C,260.22039788144457
2019-01-17 07 C,283.5965754365625
2019-01-17 08 C,313.6479190260085
2019-01-17 09 C,313.6479190260085
2019-01-17 10 C,300.7199687390242
2019-01-17 11 C,264.7675630088887
2019-01-17 12 C,261.26386362440974
2019-01-17 13 C,237.93892417416757
2019-01-17 14 C,213.84120810793564
2019-01-17 15 C,178.81432119195773
2019-01-17 16 C,173.65225133436778
2019-01-17 17 C,190.68887457105973
2019-01-17 18 C,272.83049903068087
2019-01-17 19 C,332.84570125503626
2019-01-17 20 C,322.9810104729257
2019-01-17 21 C,327.23978182647096
2019-01-17 22 C,346.53155029360744
2019-01-17 23 C,294.9993941576605
2019-01-17 24 C,231.64807054748368
2019-01-18 01 C,286.18661240056196
2019-01-18 02 C,216.59856384116065
2019-01-18 03 C,170.8213190751277
2019-01-18 04 C,181.38843211625303
2019-01-18 05 C,255.31720977522087
2019-01-18 06 C,279.29039329540916
2019-01-18 07 C,302.6665708505271
2019-01-18 08 C,332.7179144399731
2019-01-18 09 C,332.7179144399731
2019-01-18 10 C,319.7899641529888
2019-01-18 11 C,283.8375584228533
2019-01-18 12 C,280.3338590383743
2019-01-18 13 C,257.0089195881319
2019-01-18 14 C,232.91120352190026
2019-01-18 15 C,197.88431660592235
2019-01-18 16 C,192.7222467483324
2019-01-18 17 C,209.75886998502435
2019-01-18 18 C,295.739546782519
2019-01-18 19 C,355.24220479025945
2019-01-18 20 C,347.39777041019073
2019-01-18 21 C,349.0329774646423
2019-01-18 22 C,349.5904763062383
2019-01-18 23 C,297.55293460379033
2019-01-18 24 C,242.58937026491486
2019-01-19 01 C,261.622986850344
2019-01-19 02 C,207.50060578609884
2019-01-19 03 C,179.04480590135805
2019-01-19 04 C,188.3319707563008
2019-01-19 05 C,209.33326383425612
2019-01-19 06 C,220.04004802455336
2019-01-19 07 C,202.24673534656438
2019-01-19 08 C,214.88016231228087
2019-01-19 09 C,289.1851451537647
2019-01-19 10 C,292.90047232176573
2019-01-19 11 C,273.4313626685433
2019-01-19 12 C,239.61727337748889
2019-01-19 13 C,206.295951816796
2019-01-19 14 C,182.1982357505642
2019-01-19 15 C,147.17134883458624
2019-01-19 16 C,142.00927897699628
2019-01-19 17 C,159.04590221368824
2019-01-19 18 C,245.02657901118312
2019-01-19 19 C,284.92828652241167
2019-01-19 20 C,263.23290722932734
2019-01-19 21 C,260.71438891535394
2019-01-19 22 C,257.0151613812214
2019-01-19 23 C,220.62866073142908
2019-01-19 24 C,169.81882176097832
2019-01-20 01 C,225.20168053330084
2019-01-20 02 C,168.04199055448092
2019-01-20 03 C,139.58619066974012
2019-01-20 04 C,148.87335552468286
2019-01-20 05 C,138.0488554373563
2019-01-20 06 C,148.7556396276535
2019-01-20 07 C,105.1735296472027
2019-01-20 08 C,134.59121269294667
2019-01-20 09 C,235.2936317278553
2019-01-20 10 C,255.01189773187048
2019-01-20 11 C,249.40907189136743
2019-01-20 12 C,215.59498260031273
2019-01-20 13 C,182.2736610396199
2019-01-20 14 C,158.17594497338806
2019-01-20 15 C,125.77486761994763
2019-01-20 16 C,135.19549054093244
2019-01-20 17 C,152.2321137776244
2019-01-20 18 C,247.89586655923864
2019-01-20 19 C,295.46609232253047
2019-01-20 20 C,289.11563366085016
2019-01-20 21 C,291.39492445224874
2019-01-20 22 C,284.26289556639045
2019-01-20 23 C,234.26606977153878
2019-01-20 24 C,170.3543034442774
2019-01-21 01 C,215.09512163741573
2019-01-21 02 C,135.04642580476877
2019-01-21 03 C,107.268776928684
2019-01-21 04 C,127.46917464571669
2019-01-21 05 C,191.2853475191855
2019-01-21 06 C,215.25853103937385
2019-01-21 07 C,242.26999242030863
2019-01-21 08 C,294.8827585045381
2019-01-21 09 C,294.8827585045381
2019-01-21 10 C,281.9548082175538
2019-01-21 11 C,246.00240248741832
2019-01-21 12 C,242.4987031029393
2019-01-21 13 C,219.173763652697
2019-01-21 14 C,195.07604758646514
2019-01-21 15 C,164.02782282550018
2019-01-21 16 C,158.86575296791023
2019-01-21 17 C,175.90237620460215
2019-01-21 18 C,258.0440006642234
2019-01-21 19 C,318.0592028885788
2019-01-21 20 C,308.1945121064682
2019-01-21 21 C,312.4532834600135
2019-01-21 22 C,331.74505192715
2019-01-21 23 C,280.21289579120304
2019-01-21 24 C,216.8615721810261
2019-01-22 01 C,238.27431044757532
2019-01-22 02 C,168.6862618881738
2019-01-22 03 C,131.63609525847514
2019-01-22 04 C,142.20320829960056
2019-01-22 05 C,176.64394843031764
2019-01-22 06 C,200.61713195050615
2019-01-22 07 C,223.9933095056241
2019-01-22 08 C,254.04465309506992
2019-01-22 09 C,254.04465309506992
2019-01-22 10 C,241.11670280808565
2019-01-22 11 C,205.16429707795024
2019-01-22 12 C,201.66059769347126
2019-01-22 13 C,178.3356582432288
2019-01-22 14 C,154.23794217699694
2019-01-22 15 C,119.211055261019
2019-01-22 16 C,114.04898540342906
2019-01-22 17 C,131.085608640121
2019-01-22 18 C,213.2272330997424
2019-01-22 19 C,273.24243532409776
2019-01-22 20 C,263.37774454198717
2019-01-22 21 C,267.63651589553245
2019-01-22 22 C,286.92828436266893
2019-01-22 23 C,235.39612822672208
2019-01-22 24 C,172.044804616545
2019-01-23 01 C,214.19604172029196
2019-01-23 02 C,137.47933241575828
2019-01-23 03 C,95.25689769295475
2019-01-23 04 C,105.82401073408013
2019-01-23 05 C,132.79900421657436
2019-01-23 06 C,156.77218773676282
2019-01-23 07 C,180.14836529188082
2019-01-23 08 C,217.32836962645894
2019-01-23 09 C,217.32836962645894
2019-01-23 10 C,204.40041933947458
2019-01-23 11 C,168.44801360933917
2019-01-23 12 C,164.94431422486014
2019-01-23 13 C,141.61937477461774
2019-01-23 14 C,117.52165870838581
2019-01-23 15 C,82.4947717924079
2019-01-23 16 C,77.33270193481798
2019-01-23 17 C,94.36932517150996
2019-01-23 18 C,176.51094963113127
2019-01-23 19 C,236.52615185548666
2019-01-23 20 C,226.6614610733761
2019-01-23 21 C,230.9202324269214
2019-01-23 22 C,245.3585640694217
2019-01-23 23 C,193.82640793347468
2019-01-23 24 C,130.47508432329775
2019-01-24 01 C,236.0064651961341
2019-01-24 02 C,166.4184166367326
2019-01-24 03 C,124.19598191392909
2019-01-24 04 C,134.76309495505444
2019-01-24 05 C,161.7380884375487
2019-01-24 06 C,185.7112719577372
2019-01-24 07 C,209.0874495128552
2019-01-24 08 C,239.13879310230112
2019-01-24 09 C,239.13879310230112
2019-01-24 10 C,226.2108428153167
2019-01-24 11 C,190.25843708518133
2019-01-24 12 C,186.75473770070235
2019-01-24 13 C,163.4297982504599
2019-01-24 14 C,139.332082184228
2019-01-24 15 C,104.30519526825007
2019-01-24 16 C,99.14312541066013
2019-01-24 17 C,116.17974864735208
2019-01-24 18 C,198.32137310697343
2019-01-24 19 C,271.4623826156881
2019-01-24 20 C,261.5976918335775
2019-01-24 21 C,265.8564631871228
2019-01-24 22 C,285.1482316542593
2019-01-24 23 C,233.61607551831247
2019-01-24 24 C,170.26475190813537
2019-01-25 01 C,295.71529506334593
2019-01-25 02 C,226.12724650394472
2019-01-25 03 C,180.35000173791173
2019-01-25 04 C,190.91711477903706
2019-01-25 05 C,289.87447451449907
2019-01-25 06 C,313.84765803468747
2019-01-25 07 C,337.22383558980545
2019-01-25 08 C,367.27517917925144
2019-01-25 09 C,367.27517917925144
2019-01-25 10 C,354.3472288922671
2019-01-25 11 C,318.3948231621316
2019-01-25 12 C,314.8911237776526
2019-01-25 13 C,291.56618432741016
2019-01-25 14 C,267.46846826117826
2019-01-25 15 C,232.4415813452007
2019-01-25 16 C,227.27951148761073
2019-01-25 17 C,244.31613472430266
2019-01-25 18 C,326.4577591839237
2019-01-25 19 C,385.96041719166425
2019-01-25 20 C,401.1309597096967
2019-01-25 21 C,402.76616676414824
2019-01-25 22 C,400.98158673955834
2019-01-25 23 C,345.0192203397116
2019-01-25 24 C,293.8947083387095
2019-01-26 01 C,447.5806738587737
2019-01-26 02 C,393.4582927945286
2019-01-26 03 C,365.00249290978786
2019-01-26 04 C,374.2896577647306
2019-01-26 05 C,411.92896354579267
2019-01-26 06 C,422.63574773608985
2019-01-26 07 C,404.842435058101
2019-01-26 08 C,417.47586202381734
2019-01-26 09 C,491.7808448653014
2019-01-26 10 C,495.4961720333024
2019-01-26 11 C,476.02706238007994
2019-01-26 12 C,442.2129730890253
2019-01-26 13 C,408.8916515283323
2019-01-26 14 C,384.79393546210065
2019-01-26 15 C,349.7670485461229
2019-01-26 16 C,344.604978688533
2019-01-26 17 C,361.64160192522485
2019-01-26 18 C,443.78322638484605
2019-01-26 19 C,483.6849338960747
2019-01-26 20 C,465.9143793003892
2019-01-26 21 C,463.3958609864158
2019-01-26 22 C,443.0586207491763
2019-01-26 23 C,402.7472954019852
2019-01-26 24 C,355.77650876940817
2019-01-27 01 C,396.50528952716064
2019-01-27 02 C,339.3455995483408
2019-01-27 03 C,310.8897996636
2019-01-27 04 C,320.1769645185428
2019-01-27 05 C,309.3524644312161
2019-01-27 06 C,320.05924862151323
2019-01-27 07 C,276.47713864106265
2019-01-27 08 C,305.8948216868065
2019-01-27 09 C,406.59724072171514
2019-01-27 10 C,426.3155067257303
2019-01-27 11 C,420.7126808852272
2019-01-27 12 C,386.89859159417256
2019-01-27 13 C,353.5772700334797
2019-01-27 14 C,329.4795539672479
2019-01-27 15 C,297.0784766138074
2019-01-27 16 C,291.4522888721837
2019-01-27 17 C,308.48891210887564
2019-01-27 18 C,400.31361255261646
2019-01-27 19 C,447.88383831590824
2019-01-27 20 C,454.39702112082836
2019-01-27 21 C,456.67631191222694
2019-01-27 22 C,449.54428302636865
2019-01-27 23 C,386.6838157649167
2019-01-27 24 C,326.6111017755289
2019-01-28 01 C,288.46390669248905
2019-01-28 02 C,208.41521085984223
2019-01-28 03 C,180.63756198375748
2019-01-28 04 C,200.83795970079018
2019-01-28 05 C,249.44834589225925
2019-01-28 06 C,273.42152941244774
2019-01-28 07 C,300.4329907933825
2019-01-28 08 C,336.5604404704068
2019-01-28 09 C,336.5604404704068
2019-01-28 10 C,323.6324901834225
2019-01-28 11 C,287.68008445328695
2019-01-28 12 C,284.17638506880803
2019-01-28 13 C,260.85144561856566
2019-01-28 14 C,236.75372955233374
2019-01-28 15 C,201.15461390342554
2019-01-28 16 C,195.9925440458356
2019-01-28 17 C,213.02916728252754
2019-01-28 18 C,295.17079174214877
2019-01-28 19 C,347.2969632065137
2019-01-28 20 C,335.1939385756835
2019-01-28 21 C,339.4527099292288
2019-01-28 22 C,358.74447839636525
2019-01-28 23 C,303.28749756301954
2019-01-28 24 C,239.9361739528426
2019-01-29 01 C,280.4860148651193
2019-01-29 02 C,210.89796630571774
2019-01-29 03 C,173.84779967601912
2019-01-29 04 C,184.41491271714443
2019-01-29 05 C,218.85565284786153
2019-01-29 06 C,230.87091539671687
2019-01-29 07 C,254.24709295183482
2019-01-29 08 C,267.58317982569827
2019-01-29 09 C,267.58317982569827
2019-01-29 10 C,254.65522953871368
2019-01-29 11 C,241.7177639928743
2019-01-29 12 C,238.21406460839526
2019-01-29 13 C,214.88912515815286
2019-01-29 14 C,190.79140909192094
2019-01-29 15 C,155.76452217594303
2019-01-29 16 C,150.60245231835307
2019-01-29 17 C,167.63907555504505
2019-01-29 18 C,243.79253273312463
2019-01-29 19 C,260.2057193114258
2019-01-29 20 C,248.10269468059565
2019-01-29 21 C,252.36146603414088
2019-01-29 22 C,271.6532345012774
2019-01-29 23 C,231.1724617754873
2019-01-29 24 C,189.92133983640412
2019-01-30 01 C,247.8605482940873
2019-01-30 02 C,178.27249973468577
2019-01-30 03 C,136.05006501188223
2019-01-30 04 C,146.6171780530076
2019-01-30 05 C,174.51044206107318
2019-01-30 06 C,186.5257046099285
2019-01-30 07 C,209.90188216504643
2019-01-30 08 C,223.23796903890968
2019-01-30 09 C,223.23796903890968
2019-01-30 10 C,210.31001875192518
2019-01-30 11 C,197.37255320608588
2019-01-30 12 C,193.86885382160682
2019-01-30 13 C,170.54391437136448
2019-01-30 14 C,146.44619830513258
2019-01-30 15 C,111.41931138915466
2019-01-30 16 C,106.25724153156472
2019-01-30 17 C,123.29386476825665
2019-01-30 18 C,205.4354892278779
2019-01-30 19 C,221.84867580617885
2019-01-30 20 C,209.74565117534863
2019-01-30 21 C,214.0044225288939
2019-01-30 22 C,233.29619099603033
2019-01-30 23 C,192.8154182702405
2019-01-30 24 C,145.57612904961573
2019-01-31 01 C,180.45684850805054
2019-01-31 02 C,110.86879994864893
2019-01-31 03 C,68.64636522584547
2019-01-31 04 C,79.21347826697082
2019-01-31 05 C,66.67852272079504
2019-01-31 06 C,78.69378526965039
2019-01-31 07 C,102.06996282476825
2019-01-31 08 C,115.40604969863153
2019-01-31 09 C,115.40604969863153
2019-01-31 10 C,102.47809941164716
2019-01-31 11 C,89.54063386580775
2019-01-31 12 C,86.03693448132866
2019-01-31 13 C,62.71199503108631
2019-01-31 14 C,38.614278964854414
2019-01-31 15 C,3.5873920488764646
2019-01-31 16 C,-1.5746778087134767
2019-01-31 17 C,15.461945427978453
2019-01-31 18 C,97.60356988759975
2019-01-31 19 C,114.01675646590087
2019-01-31 20 C,101.91373183507058
2019-01-31 21 C,106.17250318861586
2019-01-31 22 C,125.46427165575243
2019-01-31 23 C,84.98349892996232
2019-01-31 24 C,37.74420970933757
2019-02-01 01 C,217.76799100390832
2019-02-01 02 C,148.17994244450685
2019-02-01 03 C,102.4026976784737
2019-02-01 04 C,112.96981071959908
2019-02-01 05 C,121.9359789991505
2019-02-01 06 C,145.90916251933905
2019-02-01 07 C,169.28534007445688
2019-02-01 08 C,133.49302093941043
2019-02-01 09 C,133.49302093941043
2019-02-01 10 C,165.81526129220418
2019-02-01 11 C,138.20983525297913
2019-02-01 12 C,147.54878621344085
2019-02-01 13 C,154.0283438494144
2019-02-01 14 C,129.93062778318256
2019-02-01 15 C,94.90374086720455
2019-02-01 16 C,89.7416710096146
2019-02-01 17 C,106.77829424630646
2019-02-01 18 C,188.91991870592787
2019-02-01 19 C,190.06539193976496
2019-02-01 20 C,182.22095755969625
2019-02-01 21 C,183.85616461414776
2019-02-01 22 C,186.07608381292079
2019-02-01 23 C,134.03854211047292
2019-02-01 24 C,118.00805783900579
2019-02-02 01 C,170.1082541248707
2019-02-02 02 C,115.9858730606253
2019-02-02 03 C,87.53007317588451
2019-02-02 04 C,96.81723803082726
2019-02-02 05 C,105.95020666604589
2019-02-02 06 C,116.65699085634309
2019-02-02 07 C,98.86367817835408
2019-02-02 08 C,111.49710514407066
2019-02-02 09 C,185.80208798555472
2019-02-02 10 C,189.51741515355582
2019-02-02 11 C,170.04830550033319
2019-02-02 12 C,136.23421620927866
2019-02-02 13 C,102.9128946485857
2019-02-02 14 C,78.81517858235391
2019-02-02 15 C,43.78829166637599
2019-02-02 16 C,38.62622180878605
2019-02-02 17 C,55.662845045477994
