일자|시간|구분,공급량
2019-03-02 22 B,1657.706448760175
2019-03-02 23 B,1588.8129268450464
2019-03-02 24 B,1516.0572212519053
2019-03-03 01 B,1291.9052912610275
2019-03-03 02 B,1092.7312104940595
2019-03-03 03 B,1006.8382730587736
2019-03-03 04 B,1029.8609035910665
2019-03-03 05 B,1101.0107664129664
2019-03-03 06 B,1164.1503609808306
2019-03-03 07 B,1250.4258341171917
2019-03-03 08 B,1508.7728712157991
2019-03-03 09 B,1646.8673166956455
2019-03-03 10 B,1647.1248904116665
2019-03-03 11 B,1631.9895970145474
2019-03-03 12 B,1422.0264671536463
2019-03-03 13 B,1324.2632194887312
2019-03-03 14 B,1241.4724615791192
2019-03-03 15 B,1195.0062251842353
2019-03-03 16 B,1173.5195451034203
2019-03-03 17 B,1183.1174379918152
2019-03-03 18 B,1333.9938144261348
2019-03-03 19 B,1667.3701588735119
2019-03-03 20 B,1710.952390551184
2019-03-03 21 B,1710.952390551184
2019-03-03 22 B,1673.9290099537511
2019-03-03 23 B,1564.7286519139586
2019-03-03 24 B,1490.8211248259752
2019-03-04 01 B,1221.7070437286795
2019-03-04 02 B,1042.3016148318218
2019-03-04 03 B,988.6620460943503
2019-03-04 04 B,1014.0166822532367
2019-03-04 05 B,1201.280581004525
2019-03-04 06 B,1285.043889865982
2019-03-04 07 B,1573.5559074867588
2019-03-04 08 B,1998.127393275126
2019-03-04 09 B,1979.9711762701324
2019-03-04 10 B,1820.0231736559067
2019-03-04 11 B,1770.11039771593
2019-03-04 12 B,1504.1358409190598
2019-03-04 13 B,1386.1516512485591
2019-03-04 14 B,1293.4487618803932
2019-03-04 15 B,1228.1997020414963
2019-03-04 16 B,1206.1166892635902
2019-03-04 17 B,1215.9809582199025
2019-03-04 18 B,1364.7532804233051
2019-03-04 19 B,1782.9739496297693
2019-03-04 20 B,1882.5147373139384
2019-03-04 21 B,1882.5147373139384
2019-03-04 22 B,1879.0940489702618
2019-03-04 23 B,1789.173668311508
2019-03-04 24 B,1648.7872047738686
2019-03-05 01 B,1353.7097645371718
2019-03-05 02 B,1131.8042829982094
2019-03-05 03 B,1040.3815893772644
2019-03-05 04 B,1068.6419169671403
2019-03-05 05 B,1220.0618408281616
2019-03-05 06 B,1299.6264641086016
2019-03-05 07 B,1591.409946995841
2019-03-05 08 B,1998.5247287235698
2019-03-05 09 B,1980.3649030898064
2019-03-05 10 B,1820.3851100996594
2019-03-05 11 B,1770.4624137737796
2019-03-05 12 B,1504.4349933524325
2019-03-05 13 B,1386.4273538002137
2019-03-05 14 B,1293.7060393210502
2019-03-05 15 B,1228.4440109417096
2019-03-05 16 B,1206.3566090669333
2019-03-05 17 B,1216.2228385905123
2019-03-05 18 B,1365.0247299537182
2019-03-05 19 B,1783.3285223756945
2019-03-05 20 B,1882.8890942335217
2019-03-05 21 B,1882.8890942335217
2019-03-05 22 B,1879.4677260128437
2019-03-05 23 B,1789.5294732790571
2019-03-05 24 B,1649.1151073082697
2019-03-06 01 B,1357.4860214246012
2019-03-06 02 B,1141.6041163056068
2019-03-06 03 B,1046.4707022994978
2019-03-06 04 B,1074.8962722248148
2019-03-06 05 B,1220.0618408281616
2019-03-06 06 B,1299.6264641086016
2019-03-06 07 B,1591.409946995841
2019-03-06 08 B,1998.5247287235698
2019-03-06 09 B,1980.3649030898064
2019-03-06 10 B,1820.3851100996594
2019-03-06 11 B,1770.4624137737796
2019-03-06 12 B,1504.4349933524325
2019-03-06 13 B,1386.4273538002137
2019-03-06 14 B,1293.7060393210502
2019-03-06 15 B,1228.4440109417096
2019-03-06 16 B,1206.3566090669333
2019-03-06 17 B,1216.2228385905123
2019-03-06 18 B,1365.0247299537182
2019-03-06 19 B,1783.3285223756945
2019-03-06 20 B,1882.8890942335217
2019-03-06 21 B,1882.8890942335217
2019-03-06 22 B,1879.4677260128437
2019-03-06 23 B,1789.5294732790571
2019-03-06 24 B,1649.1151073082697
2019-03-07 01 B,1377.6329065248856
2019-03-07 02 B,1158.549387352401
2019-03-07 03 B,1062.0051071828193
2019-03-07 04 B,1090.8522395549805
2019-03-07 05 B,1238.170670966663
2019-03-07 06 B,1318.915269085267
2019-03-07 07 B,1615.0260164501528
2019-03-07 08 B,2018.523121425888
2019-03-07 09 B,2000.1816689689038
2019-03-07 10 B,1838.601826387625
2019-03-07 11 B,1788.179824566023
2019-03-07 12 B,1519.4917114576858
2019-03-07 13 B,1400.3038098743264
2019-03-07 14 B,1306.6551363921997
2019-03-07 15 B,1240.7403850665853
2019-03-07 16 B,1218.432074427781
2019-03-07 17 B,1228.3969817669777
2019-03-07 18 B,1378.6871261212975
2019-03-07 19 B,1801.174614493393
2019-03-07 20 B,1901.7309486866782
2019-03-07 21 B,1901.7309486866782
2019-03-07 22 B,1898.2753614017029
2019-03-07 23 B,1807.4375846603893
2019-03-07 24 B,1665.618854146672
2019-03-08 01 B,1368.179713346723
2019-03-08 02 B,1153.6938561841819
2019-03-08 03 B,1055.1830868184009
2019-03-08 04 B,1080.2231653570673
2019-03-08 05 B,1225.1559770778858
2019-03-08 06 B,1305.0525352514626
2019-03-08 07 B,1598.0533068685165
2019-03-08 08 B,1997.312584538211
2019-03-08 09 B,1979.1637676840508
2019-03-08 10 B,1819.2809570282866
2019-03-08 11 B,1769.388524647233
2019-03-08 12 B,1503.5223743448184
2019-03-08 13 B,1385.586272929666
2019-03-08 14 B,1292.9211676089042
2019-03-08 15 B,1227.6987021252298
2019-03-08 16 B,1205.624689990209
2019-03-08 17 B,1215.484938446099
2019-03-08 18 B,1357.6841254915084
2019-03-08 19 B,1738.9619856212812
2019-03-08 20 B,1827.7993595698238
2019-03-08 21 B,1827.7993595698238
2019-03-08 22 B,1817.7345891707432
2019-03-08 23 B,1743.6856263381917
2019-03-08 24 B,1634.184995096737
2019-03-09 01 B,1375.742131528132
2019-03-09 02 B,1167.5308558199602
2019-03-09 03 B,1061.9684905402048
2019-03-09 04 B,1085.1405334372596
2019-03-09 05 B,1198.8185275228932
2019-03-09 06 B,1276.9989324420294
2019-03-09 07 B,1408.3369966553119
2019-03-09 08 B,1679.3625834846969
2019-03-09 09 B,1780.131577074143
2019-03-09 10 B,1750.2280871715593
2019-03-09 11 B,1711.0933624752508
2019-03-09 12 B,1495.979326943573
2019-03-09 13 B,1375.4167567975903
2019-03-09 14 B,1283.4312769006754
2019-03-09 15 B,1219.3705838920152
2019-03-09 16 B,1197.4461893830437
2019-03-09 17 B,1207.239605087497
2019-03-09 18 B,1340.0619359447526
2019-03-09 19 B,1662.290929457784
2019-03-09 20 B,1710.1383240143057
2019-03-09 21 B,1710.1383240143057
2019-03-09 22 B,1689.797081489239
2019-03-09 23 B,1619.5706915968726
2019-03-09 24 B,1535.1435962341347
2019-03-10 01 B,1344.134984378766
2019-03-10 02 B,1136.914837758575
2019-03-10 03 B,1047.5520701713447
2019-03-10 04 B,1069.3059937389135
2019-03-10 05 B,1150.8232211834754
2019-03-10 06 B,1216.8168152715782
2019-03-10 07 B,1306.9920625611426
2019-03-10 08 B,1569.5081461553618
2019-03-10 09 B,1713.1578670503047
2019-03-10 10 B,1713.4258024642725
2019-03-10 11 B,1683.854821086945
2019-03-10 12 B,1467.2230726401776
2019-03-10 13 B,1366.3547759562998
2019-03-10 14 B,1280.9345088214266
2019-03-10 15 B,1232.9924628029983
2019-03-10 16 B,1210.8233463619024
2019-03-10 17 B,1220.726076994634
2019-03-10 18 B,1376.3944233749373
2019-03-10 19 B,1720.3591015366326
2019-03-10 20 B,1779.6883101545275
2019-03-10 21 B,1779.6883101545275
2019-03-10 22 B,1741.1784185266276
2019-03-10 23 B,1627.5936003392821
2019-03-10 24 B,1540.419588816445
2019-03-11 01 B,1130.356026187608
2019-03-11 02 B,942.854026842203
2019-03-11 03 B,894.3273858103067
2019-03-11 04 B,917.2652161533964
2019-03-11 05 B,1086.679106063905
2019-03-11 06 B,1229.4648651353202
2019-03-11 07 B,1505.5082440970314
2019-03-11 08 B,1920.6133732524697
2019-03-11 09 B,1885.340838507287
2019-03-11 10 B,1733.0334990653416
2019-03-11 11 B,1677.6744794507022
2019-03-11 12 B,1425.58138505415
2019-03-11 13 B,1313.7549012652455
2019-03-11 14 B,1194.5320234586934
2019-03-11 15 B,1134.2690429258405
2019-03-11 16 B,1113.8735280720252
2019-03-11 17 B,1122.9840079709356
2019-03-11 18 B,1286.9026853663509
2019-03-11 19 B,1681.2839624735702
2019-03-11 20 B,1786.1628361519906
2019-03-11 21 B,1786.1628361519906
2019-03-11 22 B,1782.9171344004899
2019-03-11 23 B,1692.5181366841985
2019-03-11 24 B,1561.8868305279605
2019-03-12 01 B,1252.4965458041675
2019-03-12 02 B,1035.9480234995622
2019-03-12 03 B,952.2613859434833
2019-03-12 04 B,978.1303654994321
2019-03-12 05 B,1116.7373544759987
2019-03-12 06 B,1243.4172235191704
2019-03-12 07 B,1522.5906846651778
2019-03-12 08 B,1920.995302445159
2019-03-12 09 B,1885.7157571270343
2019-03-12 10 B,1733.3781459249092
2019-03-12 11 B,1678.0081234592467
2019-03-12 12 B,1425.8649244405235
2019-03-12 13 B,1314.016214641294
2019-03-12 14 B,1194.769640758255
2019-03-12 15 B,1134.494682690366
2019-03-12 16 B,1114.0951141373878
2019-03-12 17 B,1123.207404784642
2019-03-12 18 B,1287.1586617452265
2019-03-12 19 B,1681.618323882897
2019-03-12 20 B,1786.5180427032756
2019-03-12 21 B,1786.5180427032756
2019-03-12 22 B,1783.271695854136
2019-03-12 23 B,1692.8547309355456
2019-03-12 24 B,1562.1974612270162
2019-03-13 01 B,1245.9686164320551
2019-03-13 02 B,1036.5794438214723
2019-03-13 03 B,950.1904019961624
2019-03-13 04 B,976.0031805539548
2019-03-13 05 B,1107.825574490791
2019-03-13 06 B,1233.495418131352
2019-03-13 07 B,1510.4430142711672
2019-03-13 08 B,1905.671130626616
2019-03-13 09 B,1870.6728710189439
2019-03-13 10 B,1719.5498557762978
2019-03-13 11 B,1664.6213014748819
2019-03-13 12 B,1414.488453730027
2019-03-13 13 B,1303.5315197038524
2019-03-13 14 B,1185.2357051617087
2019-03-13 15 B,1125.441322573173
2019-03-13 16 B,1105.2044008763721
2019-03-13 17 B,1114.2440387406764
2019-03-13 18 B,1276.8881035201282
2019-03-13 19 B,1668.2027175765718
2019-03-13 20 B,1772.2660653023513
2019-03-13 21 B,1772.2660653023513
2019-03-13 22 B,1769.045601751072
2019-03-13 23 B,1679.3495361520381
2019-03-13 24 B,1549.734003875337
2019-03-14 01 B,1245.9686164320551
2019-03-14 02 B,1036.5794438214723
2019-03-14 03 B,950.1904019961624
2019-03-14 04 B,976.0031805539548
2019-03-14 05 B,1107.825574490791
2019-03-14 06 B,1233.495418131352
2019-03-14 07 B,1510.4430142711672
2019-03-14 08 B,1905.671130626616
2019-03-14 09 B,1870.6728710189439
2019-03-14 10 B,1719.5498557762978
2019-03-14 11 B,1664.6213014748819
2019-03-14 12 B,1414.488453730027
2019-03-14 13 B,1303.5315197038524
2019-03-14 14 B,1185.2357051617087
2019-03-14 15 B,1125.441322573173
2019-03-14 16 B,1105.2044008763721
2019-03-14 17 B,1114.2440387406764
2019-03-14 18 B,1276.8881035201282
2019-03-14 19 B,1668.2027175765718
2019-03-14 20 B,1772.2660653023513
2019-03-14 21 B,1772.2660653023513
2019-03-14 22 B,1769.045601751072
2019-03-14 23 B,1679.3495361520381
2019-03-14 24 B,1549.734003875337
2019-03-15 01 B,1196.1383026754177
2019-03-15 02 B,997.7940604984535
2019-03-15 03 B,889.5012797290248
2019-03-15 04 B,910.6133598801734
2019-03-15 05 B,1060.183805702849
2019-03-15 06 B,1180.4541223374695
2019-03-15 07 B,1451.4964092811704
2019-03-15 08 B,1831.3105434780002
2019-03-15 09 B,1797.6772235769206
2019-03-15 10 B,1652.4480386674686
2019-03-15 11 B,1599.6617098833265
2019-03-15 12 B,1359.2840973883756
2019-03-15 13 B,1252.6545078265212
2019-03-15 14 B,1138.9722556786887
2019-03-15 15 B,1081.5098669647398
2019-03-15 16 B,1062.0621895981658
2019-03-15 17 B,1070.7492796274487
2019-03-15 18 B,1221.1919321892171
2019-03-15 19 B,1564.1669591509856
2019-03-15 20 B,1656.5864631342356
2019-03-15 21 B,1656.5864631342356
2019-03-15 22 B,1647.4639603945177
2019-03-15 23 B,1575.6195180084167
2019-03-15 24 B,1476.667116588188
2019-03-16 01 B,1082.0836160776523
2019-03-16 02 B,893.3254016002386
2019-03-16 03 B,791.979601540477
2019-03-16 04 B,809.2660568840846
2019-03-16 05 B,917.7698682839372
2019-03-16 06 B,1015.640108014964
2019-03-16 07 B,1094.3577438438833
2019-03-16 08 B,1272.2665396058308
2019-03-16 09 B,1348.6225529021508
2019-03-16 10 B,1325.9636854144915
2019-03-16 11 B,1290.2865039357123
2019-03-16 12 B,1143.3730541962022
2019-03-16 13 B,1051.1750187366267
2019-03-16 14 B,991.7097668161513
2019-03-16 15 B,936.8266700737626
2019-03-16 16 B,917.042851218263
2019-03-16 17 B,922.0948052574042
2019-03-16 18 B,1017.3084292689624
2019-03-16 19 B,1269.2613413835434
2019-03-16 20 B,1315.7374850025033
2019-03-16 21 B,1315.7374850025033
2019-03-16 22 B,1300.0847022038295
2019-03-16 23 B,1242.3163549878839
2019-03-16 24 B,1177.543130954578
2019-03-17 01 B,969.145959642049
2019-03-17 02 B,797.4118424895503
2019-03-17 03 B,726.7836806995437
2019-03-17 04 B,741.8827406452024
2019-03-17 05 B,819.630578742151
2019-03-17 06 B,881.6781591399923
2019-03-17 07 B,930.3973014801234
2019-03-17 08 B,1078.0570748772695
2019-03-17 09 B,1176.7552242726051
2019-03-17 10 B,1176.9393160296327
2019-03-17 11 B,1159.6012761482755
2019-03-17 12 B,1024.1071327306317
2019-03-17 13 B,966.7686501330071
2019-03-17 14 B,916.3383783673769
2019-03-17 15 B,882.0315721713317
2019-03-17 16 B,863.4036772468351
2019-03-17 17 B,868.160457001637
2019-03-17 18 B,962.1737661131425
2019-03-17 19 B,1202.6987376482662
2019-03-17 20 B,1244.7139037510585
2019-03-17 21 B,1244.7139037510585
2019-03-17 22 B,1217.7735868189736
2019-03-17 23 B,1134.9068358323907
2019-03-17 24 B,1074.1049540276892
2019-03-18 01 B,912.9587579852321
2019-03-18 02 B,748.8129041552693
2019-03-18 03 B,695.6944013554116
2019-03-18 04 B,713.5433560869903
2019-03-18 05 B,867.7819569646093
2019-03-18 06 B,977.467461637174
2019-03-18 07 B,1175.9503324506477
2019-03-18 08 B,1456.3234292132597
2019-03-18 09 B,1429.573255631313
2019-03-18 10 B,1314.0656008140495
2019-03-18 11 B,1275.3587447216914
2019-03-18 12 B,1098.4094736301406
2019-03-18 13 B,1026.0865979063992
2019-03-18 14 B,930.7761739403555
2019-03-18 15 B,878.7689070982622
2019-03-18 16 B,860.2098393641744
2019-03-18 17 B,864.9490435535545
2019-03-18 18 B,964.7070048822122
2019-03-18 19 B,1267.6914023409931
2019-03-18 20 B,1343.325637581183
2019-03-18 21 B,1343.325637581183
2019-03-18 22 B,1340.8841812190535
2019-03-18 23 B,1272.8849548568296
2019-03-18 24 B,1174.6224964035966
2019-03-19 01 B,993.3520527543884
2019-03-19 02 B,821.314430214642
2019-03-19 03 B,722.2238300665017
2019-03-19 04 B,741.8502019622312
2019-03-19 05 B,894.180782449579
2019-03-19 06 B,974.0612240550792
2019-03-19 07 B,1171.853136977285
2019-03-19 08 B,1441.1584772555905
2019-03-19 09 B,1414.6866667940724
2019-03-19 10 B,1300.3809881482841
2019-03-19 11 B,1262.0769167784567
2019-03-19 12 B,1086.9689851872915
2019-03-19 13 B,1015.3987035094602
2019-03-19 14 B,921.0800827159562
2019-03-19 15 B,869.6140050754498
2019-03-19 16 B,851.2480635650437
2019-03-19 17 B,855.9379514513925
2019-03-19 18 B,954.6578283983555
2019-03-19 19 B,1254.4893609959256
2019-03-19 20 B,1323.7732270561637
2019-03-19 21 B,1323.7732270561637
2019-03-19 22 B,1321.3672802132585
2019-03-19 23 B,1254.3570618354468
2019-03-19 24 B,1157.5237719356992
2019-03-20 01 B,991.2517754445172
2019-03-20 02 B,824.3755707484588
2019-03-20 03 B,726.7209006248647
2019-03-20 04 B,746.4693110590805
2019-03-20 05 B,894.5109113523002
2019-03-20 06 B,974.4208116359279
2019-03-20 07 B,1172.2856671731454
2019-03-20 08 B,1441.690323118438
2019-03-20 09 B,1415.2087502604163
2019-03-20 10 B,1300.8609174386158
2019-03-20 11 B,1262.542720116468
2019-03-20 12 B,1087.3702114136765
2019-03-20 13 B,1015.7735357168705
2019-03-20 14 B,921.4201316668454
2019-03-20 15 B,869.9350741285664
2019-03-20 16 B,851.5623595414397
2019-03-20 17 B,856.2539769863002
2019-03-20 18 B,962.1499658131352
2019-03-20 19 B,1264.3321086152696
2019-03-20 20 B,1334.1591442386352
2019-03-20 21 B,1334.1591442386352
2019-03-20 22 B,1333.900199880957
2019-03-20 23 B,1266.2548828460547
2019-03-20 24 B,1168.5038419843527
2019-03-21 01 B,980.2103494547649
2019-03-21 02 B,776.9076908667154
2019-03-21 03 B,661.5309892760354
2019-03-21 04 B,679.5103188382006
2019-03-21 05 B,839.8149094508709
2019-03-21 06 B,930.6171470908367
2019-03-21 07 B,1100.6270083548893
2019-03-21 08 B,1353.5777205893153
2019-03-21 09 B,1328.713515135922
2019-03-21 10 B,1221.3494992719532
2019-03-21 11 B,1185.3715935814707
2019-03-21 12 B,1046.3028857274774
2019-03-21 13 B,977.4077576916192
2019-03-21 14 B,886.6145778493945
2019-03-21 15 B,837.0721990097092
2019-03-21 16 B,819.3927395721415
2019-03-21 17 B,823.9073288517852
2019-03-21 18 B,925.807558683742
2019-03-21 19 B,1190.195534874123
2019-03-21 20 B,1255.9313622365344
2019-03-21 21 B,1255.9313622365344
2019-03-21 22 B,1255.687589585428
2019-03-21 23 B,1192.0056525994912
2019-03-21 24 B,1099.9819043590508
2019-03-22 01 B,982.4128234378127
2019-03-22 02 B,780.7494798252949
2019-03-22 03 B,663.3118291105368
2019-03-22 04 B,679.0613905101628
2019-03-22 05 B,831.5385881374136
2019-03-22 06 B,921.447039896275
2019-03-22 07 B,1099.9149743752814
2019-03-22 08 B,1352.7021925224067
2019-03-22 09 B,1327.8540579886846
2019-03-22 10 B,1220.559436599345
2019-03-22 11 B,1178.0129988285394
2019-03-22 12 B,1039.8068792811505
2019-03-22 13 B,971.3390805326843
2019-03-22 14 B,881.1090549503926
2019-03-22 15 B,818.2333268589248
2019-03-22 16 B,800.9512807664518
2019-03-22 17 B,805.3643874168507
2019-03-22 18 B,900.6521858297513
2019-03-22 19 B,1151.4128727275747
2019-03-22 20 B,1218.013897355192
2019-03-22 21 B,1218.013897355192
2019-03-22 22 B,1213.275223812707
2019-03-22 23 B,1160.3538810026382
2019-03-22 24 B,1087.4645414306667
2019-03-23 01 B,998.9718598558145
2019-03-23 02 B,838.3913239469957
2019-03-23 03 B,733.3647455798765
2019-03-23 04 B,749.3734340199388
2019-03-23 05 B,875.4230308466649
2019-03-23 06 B,932.2864925363693
2019-03-23 07 B,1010.1341876663447
2019-03-23 08 B,1167.0282041177204
2019-03-23 09 B,1237.073221645393
2019-03-23 10 B,1216.287160380369
2019-03-23 11 B,1180.0046316573432
2019-03-23 12 B,1045.6382737140887
2019-03-23 13 B,974.5063528407204
2019-03-23 14 B,919.3741457566271
2019-03-23 15 B,868.4902066947992
2019-03-23 16 B,850.1479721489126
2019-03-23 17 B,854.831806275063
2019-03-23 18 B,939.6666788642706
2019-03-23 19 B,1172.4092372649193
2019-03-23 20 B,1213.9003489989423
2019-03-23 21 B,1213.9003489989423
2019-03-23 22 B,1201.4090590271724
2019-03-23 23 B,1148.0219245079331
2019-03-23 24 B,1088.1611704554714
2019-03-24 01 B,956.7516675899182
2019-03-24 02 B,800.2829925666393
2019-03-24 03 B,709.1225498803793
2019-03-24 04 B,726.0155939385966
2019-03-24 05 B,826.2340217956437
2019-03-24 06 B,873.4013022400632
2019-03-24 07 B,921.6636060765322
2019-03-24 08 B,1072.3339354997129
2019-03-24 09 B,1170.5086063150477
2019-03-24 10 B,1170.6917216799936
2019-03-24 11 B,1147.0270937814034
2019-03-24 12 B,1013.0009205478273
2019-03-24 13 B,956.2836543417742
2019-03-24 14 B,906.3997540536049
2019-03-24 15 B,872.4646345396264
2019-03-24 16 B,854.0385578904542
2019-03-24 17 B,858.7438017583454
2019-03-24 18 B,951.7385521986039
2019-03-24 19 B,1189.6576289117725
2019-03-24 20 B,1238.106844252803
2019-03-24 21 B,1238.106844252803
2019-03-24 22 B,1211.309414284038
2019-03-24 23 B,1128.8821747715958
2019-03-24 24 B,1068.4027760422457
2019-03-25 01 B,912.366765486651
2019-03-25 02 B,748.3272327716089
2019-03-25 03 B,695.2431360704059
2019-03-25 04 B,713.0805296158628
2019-03-25 05 B,867.1338062741595
2019-03-25 06 B,976.7374805921503
2019-03-25 07 B,1175.0722741939267
2019-03-25 08 B,1455.2361999271527
2019-03-25 09 B,1428.5059831863186
2019-03-25 10 B,1313.0845023113454
2019-03-25 11 B,1273.2317997372793
2019-03-25 12 B,1096.5773997908511
2019-03-25 13 B,1024.3750440842407
2019-03-25 14 B,929.2234469598316
2019-03-25 15 B,877.3028458736004
2019-03-25 16 B,858.7747052720259
2019-03-25 17 B,863.5060119744161
2019-03-25 18 B,963.0977350127964
2019-03-25 19 B,1265.577234340707
2019-03-25 20 B,1336.8047371445361
2019-03-25 21 B,1336.8047371445361
2019-03-25 22 B,1334.3751235185807
2019-03-25 23 B,1266.7057399953842
2019-03-25 24 B,1168.9199217923413
2019-03-26 01 B,990.8259564113182
2019-03-26 02 B,801.4265304985374
2019-03-26 03 B,724.8853967453302
2019-03-26 04 B,743.6535317476471
2019-03-26 05 B,874.5460828469694
2019-03-26 06 B,969.4483398632824
2019-03-26 07 B,1166.304525709203
2019-03-26 08 B,1428.458310115168
2019-03-26 09 B,1402.2196199540003
2019-03-26 10 B,1288.9205582971185
2019-03-26 11 B,1249.800684146279
2019-03-26 12 B,1076.3946803438312
2019-03-26 13 B,1005.5200122234612
2019-03-26 14 B,912.1181030846682
2019-03-26 15 B,861.1522400656054
2019-03-26 16 B,842.9648027836398
2019-03-26 17 B,847.6091082086621
2019-03-26 18 B,945.3694963400809
2019-03-26 19 B,1242.2868741496607
2019-03-26 20 B,1312.2046153765154
2019-03-26 21 B,1312.2046153765154
2019-03-26 22 B,1309.8196785179448
2019-03-26 23 B,1243.3946283630025
2019-03-26 24 B,1147.406937321712
2019-03-27 01 B,969.229832544642
2019-03-27 02 B,788.5441549701598
2019-03-27 03 B,715.0075874755827
2019-03-27 04 B,730.8218980851585
2019-03-27 05 B,854.4569662079572
2019-03-27 06 B,947.1817221790859
2019-03-27 07 B,1139.5211076463097
2019-03-27 08 B,1403.154005756038
2019-03-27 09 B,1377.3797935003295
2019-03-27 10 B,1266.0863544764984
2019-03-27 11 B,1227.658981250659
2019-03-27 12 B,1057.3226145735946
2019-03-27 13 B,987.7025714820062
2019-03-27 14 B,895.9540651181295
2019-03-27 15 B,845.8904009954139
2019-03-27 16 B,828.0249181525802
2019-03-27 17 B,832.5870099746032
2019-03-27 18 B,928.616841434282
2019-03-27 19 B,1220.27818089392
2019-03-27 20 B,1288.9582366341904
2019-03-27 21 B,1288.9582366341904
2019-03-27 22 B,1286.6155179835378
2019-03-27 23 B,1221.3663256163302
2019-03-27 24 B,1127.0778109215278
2019-03-28 01 B,963.0744963038293
2019-03-28 02 B,787.2547883146914
2019-03-28 03 B,713.8383098581855
2019-03-28 04 B,731.1758010388766
2019-03-28 05 B,850.831925592409
2019-03-28 06 B,943.163755887858
2019-03-28 07 B,1134.6880938286365
2019-03-28 08 B,1397.2038346750617
2019-03-28 09 B,1371.5388419008132
2019-03-28 10 B,1260.7170142527054
2019-03-28 11 B,1222.452478895041
2019-03-28 12 B,1052.8379208791957
2019-03-28 13 B,983.5128961156266
2019-03-28 14 B,892.1531785221066
2019-03-28 15 B,842.3016616177513
2019-03-28 16 B,824.5118846297763
2019-03-28 17 B,829.0546443652072
2019-03-28 18 B,924.6775447306327
2019-03-28 19 B,1215.1029550397802
2019-03-28 20 B,1283.4919756942763
2019-03-28 21 B,1283.4919756942763
2019-03-28 22 B,1281.1591844281618
2019-03-28 23 B,1216.1864886958597
2019-03-28 24 B,1122.297526180594
2019-03-29 01 B,940.7376895392636
2019-03-29 02 B,784.4625202088563
2019-03-29 03 B,689.9791735198611
2019-03-29 04 B,703.7623140945161
2019-03-29 05 B,842.6907919432049
2019-03-29 06 B,917.9765826574546
2019-03-29 07 B,1104.3916832996497
2019-03-29 08 B,1365.5000053773365
2019-03-29 09 B,1340.416958189034
2019-03-29 10 B,1232.1079803980676
2019-03-29 11 B,1194.7110812655733
2019-03-29 12 B,1028.9424796549279
2019-03-29 13 B,961.1893778804526
2019-03-29 14 B,871.9012129600422
2019-03-29 15 B,823.1800634191377
2019-03-29 16 B,805.7936639923482
2019-03-29 17 B,810.233418088958
2019-03-29 18 B,899.3723990531746
2019-03-29 19 B,1158.6789953586147
2019-03-29 20 B,1220.0952528516111
2019-03-29 21 B,1220.0952528516111
2019-03-29 22 B,1213.3749730729426
2019-03-29 23 B,1160.4492829248961
2019-03-29 24 B,1087.5539557007362
2019-03-30 01 B,935.402004681044
2019-03-30 02 B,748.1611557456226
2019-03-30 03 B,632.1221219946879
2019-03-30 04 B,646.62677899962
2019-03-30 05 B,779.0982497203319
2019-03-30 06 B,844.018926098616
2019-03-30 07 B,899.0064128530428
2019-03-30 08 B,1044.235690367394
2019-03-30 09 B,1106.9170126113509
2019-03-30 10 B,1088.3161491906103
2019-03-30 11 B,1060.7778400657828
2019-03-30 12 B,963.3696017500025
2019-03-30 13 B,897.8288471959592
2019-03-30 14 B,847.0301845399347
2019-03-30 15 B,800.1458642538115
2019-03-30 16 B,783.2453802294199
2019-03-30 17 B,787.5610519990657
2019-03-30 18 B,865.7276682484875
2019-03-30 19 B,1056.7408512011375
2019-03-30 20 B,1089.1383739539788
2019-03-30 21 B,1089.1383739539788
2019-03-30 22 B,1077.929854218485
2019-03-30 23 B,1030.0252140866246
2019-03-30 24 B,976.3117509699338
2019-03-31 01 B,1005.7553657178568
2019-03-31 02 B,801.7737812247894
2019-03-31 03 B,686.2352901110294
2019-03-31 04 B,701.2554004107205
2019-03-31 05 B,823.0772454968834
2019-03-31 06 B,885.0663925812087
2019-03-31 07 B,918.1453890800775
2019-03-31 08 B,1073.9784910890105
2019-03-31 09 B,1172.3035845251875
2019-03-31 10 B,1172.4869804583582
2019-03-31 11 B,1154.149533575802
2019-03-31 12 B,1044.657032675651
2019-03-31 13 B,986.169109163259
2019-03-31 14 B,934.7278825365274
2019-03-31 15 B,899.7333419444841
2019-03-31 16 B,880.73202129241
2019-03-31 17 B,885.5841582493039
2019-03-31 18 B,985.6350165707411
2019-03-31 19 B,1205.2923103481155
2019-03-31 20 B,1248.6419963961064
2019-03-31 21 B,1248.6419963961064
2019-03-31 22 B,1223.6036382243726
2019-03-31 23 B,1140.340490874039
2019-03-31 24 B,1079.2477608754646
2019-01-01 01 C,226.39430104422541
2019-01-01 02 C,204.79029297093587
2019-01-01 03 C,195.72727875487317
2019-01-01 04 C,198.88347334360932
2019-01-01 05 C,210.23062315813632
2019-01-01 06 C,210.1416959160166
2019-01-01 07 C,232.97783486874397
2019-01-01 08 C,266.38742026934233
2019-01-01 09 C,266.1689380596529
2019-01-01 10 C,249.6172412782475
2019-01-01 11 C,246.37001001897474
2019-01-01 12 C,228.2283219348122
2019-01-01 13 C,219.47969101191643
2019-01-01 14 C,210.93173806262115
2019-01-01 15 C,201.96728425779577
2019-01-01 16 C,199.71606952635707
2019-01-01 17 C,203.00881351248793
